ST,ORI,GRP,DIV,YEAR,MSA,CD1,CD2,CD3,ADJD,OFF,M3,M4,M5,M6,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M24,F3,F4,F5,F6,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F24,AW,AB,AI,AO1,AH,AN
Alabama,AL00100,9A,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",110,0,0,0,0,1,1,1,0,2,3,1,31,18,17,11,5,4,0,0,0,0,0,0,1,1,1,1,1,2,5,3,4,2,1,2,0,94,25,0,0,0,0
Alabama,AL00100,9A,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",130,0,0,1,2,3,5,0,3,1,2,3,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,11,0,0,0,0
Alabama,AL00100,9A,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",150,0,0,0,0,0,2,2,2,1,3,1,5,2,2,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,14,16,0,0,0,0
Alabama,AL00100,9A,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",160,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
Alabama,AL00100,9A,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",170,0,0,0,0,2,1,1,1,0,1,0,5,2,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,10,0,0,0,0
Alabama,AL00100,9A,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",180,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,2,0,12,0,0,0,0,0
Alabama,AL00100,9A,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",190,0,0,0,1,2,2,2,2,0,1,3,6,10,7,6,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,55,0,0,0,0
Alabama,AL00100,9A,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",200,0,0,0,1,0,2,5,5,8,5,15,38,53,39,32,5,6,0,1,3,0,1,1,0,0,1,1,1,0,3,4,2,0,1,0,0,106,127,0,0,0,0
Alabama,AL00100,9A,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",210,0,0,0,0,2,1,4,6,0,7,3,22,34,25,26,21,36,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1,2,1,0,132,63,0,0,0,0
Alabama,AL00100,9A,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",220,0,0,0,1,1,4,0,3,0,6,2,10,21,22,13,19,39,0,0,0,0,2,1,0,0,2,0,0,1,12,1,4,2,5,4,0,77,98,0,0,0,0
Alabama,AL00100,9A,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",230,0,0,1,0,2,1,2,6,6,8,3,29,32,50,33,38,62,0,0,0,0,0,0,1,2,2,2,1,0,4,12,4,4,9,18,0,217,115,0,0,0,0
Alabama,AL00100,9A,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",240,0,0,0,2,2,3,2,1,1,2,0,7,7,6,10,3,7,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,3,0,39,20,0,0,0,0
Alabama,AL00100,9A,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",250,0,0,1,0,0,0,0,0,2,2,0,5,7,9,6,3,7,0,0,0,0,0,0,1,1,0,0,0,2,0,4,5,1,3,4,0,48,15,0,0,0,0
Alabama,AL00100,9A,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",260,5,8,22,32,59,57,43,43,36,41,42,164,126,112,69,45,60,0,0,0,1,2,1,1,6,4,4,7,0,10,10,15,11,1,5,0,713,329,0,0,0,0
Alabama,AL00102,1C,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",011,0,0,1,0,1,0,0,2,0,1,0,4,2,2,3,1,2,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,4,20,0,0,0,0
Alabama,AL00102,1C,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",012,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Alabama,AL00102,1C,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",020,1,0,1,2,2,1,0,1,3,2,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,0,0,0
Alabama,AL00102,1C,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",030,0,0,1,4,4,3,6,3,4,4,1,9,6,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,20,35,0,0,0,0
Alabama,AL00102,1C,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",040,2,4,10,13,2,10,3,8,4,4,4,24,16,22,21,6,10,0,0,0,0,0,0,1,0,1,0,0,0,4,0,4,4,3,2,0,24,158,0,0,0,0
Alabama,AL00102,1C,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",050,131,45,38,34,20,20,11,19,11,11,5,46,29,21,9,8,8,0,1,1,0,0,1,1,2,1,0,0,0,0,0,0,2,0,0,0,140,335,0,0,0,0
Alabama,AL00102,1C,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",060,268,75,98,73,60,41,38,31,29,23,26,102,52,57,43,35,50,0,32,16,16,13,10,7,12,6,6,5,8,38,30,10,14,20,14,0,466,892,0,0,0,0
Alabama,AL00102,1C,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",070,55,40,25,18,7,12,11,2,4,6,6,23,14,7,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,164,76,0,0,0,0
Alabama,AL00102,1C,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",080,10,8,13,32,17,24,17,22,20,13,13,78,50,76,49,31,33,0,2,3,1,1,0,1,3,4,1,3,3,13,13,12,14,5,7,0,140,452,0,0,0,0
Alabama,AL00102,1C,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",100,0,1,0,0,1,1,1,0,2,1,0,3,4,4,4,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,19,9,0,0,0,0
Alabama,AL00102,1C,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",110,2,0,0,1,0,0,1,0,0,0,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,8,0,0,0,0
Alabama,AL00102,1C,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",130,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,0,0,0,0
Alabama,AL00102,1C,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",150,6,12,13,32,21,21,27,21,19,17,12,102,55,49,39,23,63,0,0,1,1,0,0,1,1,0,1,1,0,6,9,10,4,2,4,0,99,474,0,0,0,0
Alabama,AL00102,1C,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",160,0,0,0,0,0,0,0,0,0,1,1,6,5,3,3,2,0,0,0,0,0,0,2,3,2,6,5,4,2,8,8,5,6,2,0,0,68,6,0,0,0,0
Alabama,AL00102,1C,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",170,3,1,2,3,2,2,2,2,3,3,1,8,2,3,4,4,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,31,21,0,0,0,0
Alabama,AL00102,1C,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",180,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,0,0,0,15,0,0,0,0,0
Alabama,AL00102,1C,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",190,1,3,5,15,13,14,7,20,15,21,23,72,90,109,97,70,139,0,0,0,0,0,0,0,1,1,1,1,2,6,6,9,11,9,37,0,27,771,0,0,0,0
Alabama,AL00102,1C,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",200,1,0,0,1,5,1,0,2,1,5,3,2,7,4,7,2,7,0,0,1,0,0,0,0,1,0,0,1,1,0,1,2,0,0,0,0,23,32,0,0,0,0
Alabama,AL00102,1C,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",210,0,0,4,4,8,20,31,39,41,49,59,293,361,436,428,285,487,0,0,0,0,0,0,0,0,1,1,1,1,10,19,14,16,18,14,0,1657,983,0,0,0,0
Alabama,AL00102,1C,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",220,4,4,18,27,33,35,28,12,11,16,5,48,67,79,104,74,213,0,0,0,1,2,2,5,0,0,2,3,2,13,20,21,32,11,51,0,212,731,0,0,0,0
Alabama,AL00102,1C,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",230,5,6,23,28,50,69,88,136,125,141,171,957,1216,1641,1680,1476,2924,0,0,0,1,2,8,11,10,22,23,20,21,139,210,242,233,174,196,0,5852,6196,0,0,0,0
Alabama,AL00102,1C,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",240,14,21,39,53,57,40,41,53,49,39,42,185,146,178,178,109,201,0,8,3,9,5,19,12,16,9,23,6,16,66,73,95,73,38,59,0,892,1083,0,0,0,0
Alabama,AL00102,1C,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",250,0,0,1,1,2,2,4,4,2,4,2,12,17,16,19,7,19,0,0,0,0,0,2,1,0,4,4,0,1,17,4,4,1,5,3,0,90,68,0,0,0,0
Alabama,AL00102,1C,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",260,141,53,56,69,76,77,71,69,59,83,61,306,253,254,257,152,274,0,31,26,16,8,20,21,10,13,20,18,18,78,67,62,44,28,55,0,746,2100,0,0,0,0
Alabama,AL00102,1C,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",270,0,0,73,81,71,72,48,60,52,31,40,111,91,57,43,30,53,0,0,0,0,0,6,2,6,7,5,6,3,18,8,17,5,5,6,0,324,683,0,0,0,0
Alabama,AL00103,5,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Alabama,AL00103,5,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",050,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Alabama,AL00103,5,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",060,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Alabama,AL00103,5,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",150,0,0,0,3,0,0,0,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0
Alabama,AL00103,5,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",210,0,0,0,1,1,1,3,0,2,0,0,2,1,1,9,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,33,6,0,0,0,0
Alabama,AL00103,5,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",220,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
Alabama,AL00103,5,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",230,0,0,0,0,2,1,2,1,3,1,0,4,11,8,15,7,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,70,23,0,0,0,0
Alabama,AL00103,5,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",240,2,2,1,3,1,1,3,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,1,0,0,0,0
Alabama,AL00104,5,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",030,2,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
Alabama,AL00104,5,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",040,0,0,0,2,0,0,0,0,0,1,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0
Alabama,AL00104,5,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",050,2,0,2,2,0,0,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0
Alabama,AL00104,5,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",060,8,2,3,9,7,4,0,2,0,2,3,6,2,4,0,0,4,0,2,0,0,0,1,0,0,1,0,0,1,2,1,3,0,0,1,0,18,50,0,0,0,0
Alabama,AL00104,5,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",070,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Alabama,AL00104,5,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",080,0,0,2,2,7,2,3,0,0,0,3,5,5,9,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,11,34,0,0,0,0
Alabama,AL00104,5,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0
Alabama,AL00104,5,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",110,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0
Alabama,AL00104,5,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",130,0,0,1,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0
Alabama,AL00104,5,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",150,0,0,1,2,3,4,0,0,0,1,1,2,3,4,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,31,0,0,0,0
Alabama,AL00104,5,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",170,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
Alabama,AL00104,5,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",180,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Alabama,AL00104,5,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",190,0,0,5,6,2,0,1,1,1,0,0,9,4,3,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,1,50,0,0,0,0
Alabama,AL00104,5,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",200,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Alabama,AL00104,5,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",210,0,0,0,0,0,0,1,0,0,2,0,6,11,26,12,16,30,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,2,0,0,62,49,0,0,0,0
Alabama,AL00104,5,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",220,0,0,1,4,7,3,0,2,1,0,0,3,2,3,7,5,16,0,0,0,0,0,0,0,1,0,0,0,0,2,7,2,4,2,6,0,17,61,0,0,0,0
Alabama,AL00104,5,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",230,1,0,0,4,5,2,2,0,3,4,4,19,30,36,56,43,111,0,0,0,0,0,0,0,0,2,0,0,0,2,3,4,4,7,7,0,197,152,0,0,0,0
Alabama,AL00104,5,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",240,1,0,6,2,3,1,2,4,0,4,2,7,15,20,11,10,4,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1,2,1,4,0,44,61,0,0,0,0
Alabama,AL00104,5,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",250,0,0,0,1,2,0,0,2,0,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,7,0,0,0,0
Alabama,AL00104,5,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",260,0,0,2,5,15,10,6,10,3,7,5,18,26,17,12,11,13,0,0,1,0,0,0,2,1,1,0,0,0,3,0,1,5,4,1,0,63,115,0,0,0,0
Alabama,AL00104,5,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",270,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0
Alabama,AL00107,6,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Alabama,AL00107,6,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",030,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Alabama,AL00107,6,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",060,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,7,0,0,0,0
Alabama,AL00107,6,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",070,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Alabama,AL00107,6,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",080,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0
Alabama,AL00107,6,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",150,0,0,0,0,1,1,2,1,0,1,1,3,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0
Alabama,AL00107,6,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",210,0,0,1,0,6,8,9,4,10,6,6,31,29,12,24,22,22,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,0,160,36,0,0,0,0
Alabama,AL00107,6,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",220,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0
Alabama,AL00107,6,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",230,0,0,1,1,3,7,7,4,6,5,8,7,11,16,14,10,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,2,0,109,16,0,0,0,0
Alabama,AL00107,6,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",240,0,1,1,2,5,3,2,2,1,2,1,4,0,5,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,34,6,0,0,0,0
Alabama,AL00107,6,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",260,0,0,0,0,4,0,1,3,1,1,0,0,2,1,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22,4,0,0,0,0
Alabama,AL00108,6,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",040,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Alabama,AL00108,6,East South Central,1962,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",050,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
