ST,ORI,GRP,DIV,YEAR,MSA,CD1,CD2,CD3,ADJD,OFF,M3,M4,M5,M6,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M24,F3,F4,F5,F6,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F24,AW,AB,AI,AO1,AH,AN
Alabama,AL00102,1C,East South Central,1961,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",030,2,3,3,6,9,4,3,0,3,7,2,12,5,5,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19,56,0,0,0,0
Alabama,AL00102,1C,East South Central,1961,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",040,8,5,13,26,18,12,14,20,23,15,16,58,63,59,48,14,48,0,1,1,1,1,1,6,0,0,1,1,2,18,11,12,15,2,6,0,98,441,0,0,0,0
Alabama,AL00102,1C,East South Central,1961,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",050,101,32,28,36,18,21,9,10,15,6,8,49,36,21,9,4,8,0,3,0,0,1,0,1,0,0,2,0,0,1,1,0,0,1,2,0,126,297,0,0,0,0
Alabama,AL00102,1C,East South Central,1961,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",060,200,46,77,59,48,29,25,19,18,22,21,61,52,28,26,13,48,0,22,12,9,6,13,6,2,9,4,5,5,19,11,9,8,3,8,0,326,617,0,0,0,0
Alabama,AL00102,1C,East South Central,1961,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",070,9,9,18,14,17,4,6,5,6,4,3,14,8,4,5,3,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,72,62,0,0,0,0
Alabama,AL00102,1C,East South Central,1961,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",080,2,4,13,10,14,7,8,8,8,13,9,41,39,23,19,15,11,0,1,1,1,0,0,0,3,0,0,1,2,7,5,2,1,0,1,0,109,160,0,0,0,0
Alabama,AL00102,1C,East South Central,1961,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",100,0,0,2,1,1,0,1,3,1,2,2,7,9,5,3,3,2,0,3,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,38,12,0,0,0,0
Alabama,AL00102,1C,East South Central,1961,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",110,0,0,1,3,3,2,2,5,5,0,1,10,10,9,5,9,6,0,0,0,0,0,0,2,1,1,0,1,2,3,4,2,1,2,0,0,66,24,0,0,0,0
Alabama,AL00102,1C,East South Central,1961,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",130,0,0,0,0,2,0,1,1,0,0,0,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,9,0,0,0,0
Alabama,AL00102,1C,East South Central,1961,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",150,3,10,21,22,30,27,20,25,26,15,17,60,46,45,23,23,51,0,0,0,0,0,3,2,0,0,1,0,0,16,4,2,8,2,4,0,75,431,0,0,0,0
Alabama,AL00102,1C,East South Central,1961,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",160,0,0,0,4,0,7,4,4,3,5,6,21,12,15,16,14,12,0,0,0,2,1,1,2,3,3,6,3,1,25,12,10,11,4,2,0,56,153,0,0,0,0
Alabama,AL00102,1C,East South Central,1961,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",170,0,2,0,0,0,0,0,0,0,2,0,3,4,2,0,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,6,0,0,0,0
Alabama,AL00102,1C,East South Central,1961,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",180,0,0,0,0,0,0,0,0,0,1,1,2,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,15,1,0,0,0,0
Alabama,AL00102,1C,East South Central,1961,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",190,9,3,12,19,28,23,23,31,22,27,18,101,106,97,86,70,148,0,0,0,0,0,0,0,1,1,0,0,1,5,9,13,14,14,45,0,24,902,0,0,0,0
Alabama,AL00102,1C,East South Central,1961,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",200,34,1,2,1,1,2,2,3,0,1,4,4,5,2,5,0,0,0,22,2,2,2,0,0,0,1,0,0,1,0,2,1,0,0,0,0,38,62,0,0,0,0
Alabama,AL00102,1C,East South Central,1961,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",210,0,0,4,9,18,27,22,34,35,42,47,285,382,387,360,295,405,0,0,0,0,0,1,2,0,0,1,1,4,7,19,24,11,16,12,0,1560,890,0,0,0,0
Alabama,AL00102,1C,East South Central,1961,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",220,6,4,9,27,30,26,21,17,16,14,10,72,100,82,102,59,156,0,0,0,2,0,4,1,1,5,5,4,4,21,26,28,17,19,30,0,184,734,0,0,0,0
Alabama,AL00102,1C,East South Central,1961,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",230,0,0,22,43,62,76,107,135,162,211,184,1143,1387,1766,1685,1460,2809,0,0,0,0,0,6,8,11,14,28,23,16,151,209,264,235,167,217,0,6157,6444,0,0,0,0
Alabama,AL00102,1C,East South Central,1961,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",240,30,19,42,44,40,35,46,41,52,38,47,195,178,175,164,110,203,0,7,4,5,8,9,11,11,11,9,9,13,58,63,57,54,23,36,0,758,1089,0,0,0,0
Alabama,AL00102,1C,East South Central,1961,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",250,0,0,1,2,6,1,0,2,4,5,0,19,21,22,31,19,32,0,0,0,0,0,0,2,0,3,2,1,0,7,11,5,4,2,3,0,111,94,0,0,0,0
Alabama,AL00102,1C,East South Central,1961,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",260,146,38,45,68,84,77,67,60,86,59,71,248,235,228,180,120,229,0,54,19,18,17,20,23,9,20,8,20,9,56,51,39,34,23,35,0,799,1697,0,0,0,0
Alabama,AL00102,1C,East South Central,1961,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",270,2,0,92,88,82,71,47,70,45,44,52,186,109,109,76,52,62,0,0,0,0,1,14,9,13,9,5,8,3,33,31,24,9,11,14,0,358,1013,0,0,0,0
Alabama,AL00103,5,East South Central,1961,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Alabama,AL00103,5,East South Central,1961,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",050,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,0,0,0,0
Alabama,AL00103,5,East South Central,1961,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
Alabama,AL00103,5,East South Central,1961,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",070,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Alabama,AL00103,5,East South Central,1961,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",150,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
Alabama,AL00103,5,East South Central,1961,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",210,0,0,0,0,0,1,1,2,1,2,1,4,4,5,4,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,35,3,0,0,0,0
Alabama,AL00103,5,East South Central,1961,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",220,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0
Alabama,AL00103,5,East South Central,1961,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",230,0,0,0,0,0,0,0,2,2,2,2,7,13,6,11,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,53,13,0,0,0,0
Alabama,AL00103,5,East South Central,1961,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",240,0,0,3,1,2,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,12,1,0,0,0,0
Alabama,AL00103,5,East South Central,1961,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",250,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Alabama,AL00108,6,East South Central,1961,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",060,3,0,0,3,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0
Alabama,AL00108,6,East South Central,1961,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",080,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
Alabama,AL00108,6,East South Central,1961,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",150,0,0,0,0,0,0,0,0,1,0,0,2,3,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0
Alabama,AL00108,6,East South Central,1961,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",190,0,0,0,0,1,0,1,0,0,2,2,4,5,4,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29,0,0,0,0
Alabama,AL00108,6,East South Central,1961,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",210,0,0,0,0,0,1,1,1,1,0,0,3,9,10,7,5,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,45,10,0,0,0,0
Alabama,AL00108,6,East South Central,1961,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",220,0,0,0,1,1,0,0,0,0,0,0,2,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,5,0,0,0,0
Alabama,AL00108,6,East South Central,1961,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",230,0,0,0,1,0,0,2,3,0,0,6,13,25,37,44,19,33,0,0,0,0,0,0,2,0,0,0,0,2,1,3,2,0,2,2,0,160,37,0,0,0,0
Alabama,AL00108,6,East South Central,1961,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",240,0,1,2,0,2,5,2,3,0,0,0,1,3,8,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,37,5,0,0,0,0
Alabama,AL00108,6,East South Central,1961,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",260,0,1,1,1,0,0,0,1,3,1,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,5,0,0,0,0
Alabama,AL00108,6,East South Central,1961,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",270,1,2,1,0,0,0,0,0,0,0,0,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0
Alabama,AL00110,5,East South Central,1961,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",011,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Alabama,AL00110,5,East South Central,1961,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",012,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Alabama,AL00110,5,East South Central,1961,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",040,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
Alabama,AL00110,5,East South Central,1961,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",050,0,1,3,2,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0
Alabama,AL00110,5,East South Central,1961,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",060,9,2,0,1,2,2,3,3,0,2,0,1,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,11,22,0,0,0,0
Alabama,AL00110,5,East South Central,1961,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",070,1,2,0,1,1,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
Alabama,AL00110,5,East South Central,1961,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",080,0,0,0,1,0,0,0,0,1,0,1,3,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,14,0,0,0,0
Alabama,AL00110,5,East South Central,1961,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Alabama,AL00110,5,East South Central,1961,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",150,0,0,0,1,1,1,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0
Alabama,AL00110,5,East South Central,1961,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",170,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Alabama,AL00110,5,East South Central,1961,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",190,0,0,1,0,0,0,0,0,1,0,0,4,3,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,9,14,0,0,0,0
Alabama,AL00110,5,East South Central,1961,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",210,0,0,0,1,0,0,0,1,0,1,2,14,10,10,7,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,4,0,78,10,0,0,0,0
Alabama,AL00110,5,East South Central,1961,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",220,0,1,4,9,6,8,3,1,2,0,2,4,4,0,1,3,12,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,6,1,0,0,33,40,0,0,0,0
Alabama,AL00110,5,East South Central,1961,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",230,0,0,2,2,2,4,6,7,4,2,5,18,16,19,20,19,43,0,0,0,0,0,0,1,0,0,0,0,1,3,3,3,12,4,3,0,79,120,0,0,0,0
Alabama,AL00110,5,East South Central,1961,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",240,0,1,4,2,3,3,4,4,1,2,2,9,14,5,4,4,7,0,0,0,1,0,0,1,1,0,0,0,0,0,5,5,1,3,2,0,21,67,0,0,0,0
Alabama,AL00110,5,East South Central,1961,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Alabama,AL00110,5,East South Central,1961,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",260,0,3,7,8,1,4,3,0,0,1,2,1,1,4,2,1,2,0,0,0,0,0,0,0,2,0,0,1,0,2,0,1,0,0,0,0,38,8,0,0,0,0
Alabama,AL00119,6,East South Central,1961,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",040,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
Alabama,AL00119,6,East South Central,1961,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",050,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
Alabama,AL00119,6,East South Central,1961,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",060,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0
Alabama,AL00119,6,East South Central,1961,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",080,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
Alabama,AL00119,6,East South Central,1961,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",150,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Alabama,AL00119,6,East South Central,1961,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",190,0,0,0,0,0,0,0,1,0,2,0,2,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,9,0,0,0,0
Alabama,AL00119,6,East South Central,1961,101,No Adult Male Reported,No Adult Female Reported,No Juvenile Reported,"Age, Race Reported",210,0,0,0,0,0,1,0,2,0,0,2,14,6,7,3,2,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,34,15,0,0,0,0
